Postcode,SuburbName,MeanCrimes,SumCrimes,Latitude,Longitude,DistCityCenter,Schools
3000,Melbourne CBD,22600.6,113003,-37.8141823,144.9598007,2.3062284041653016,25
3002,East Melbourne,875.6,4378,-37.812498,144.9858851,1.7568131942115992,22
3003,West Melbourne,549.8,2749,-37.81044755,144.920429793501,5.557517348951235,30
3006,"Southbank, South Wharf",2396.6,11983,-37.82534507765295,144.95668174831445,2.0508960659004,25
3008,Docklands,1149.6,5748,-37.8175423,144.9394923,3.717285430257817,24
3011,"Footscray, Seddon",3155.8,15779,-37.80245323491264,144.89447101808187,8.005500659823758,12
3013,Yarraville,835.4,4177,-37.8180051,144.8819389,8.668368022105742,13
3015,"Newport, Spotswood, South Kingsville",1147.4,5737,-37.83463329387215,144.87990787045757,8.815648901897774,12
3016,"Williamstown, Williamstown North",1297.4,6487,-37.85691251522578,144.8793670428558,9.411140167545442,9
3018,"Altona, Seaholme",908.6,4543,-37.864007942437034,144.8273915956046,13.991535111629181,2
3019,Braybrook,1143.6,5718,-37.7867076,144.8548451,11.888300201384764,7
3020,"Albion, Sunshine, Sunshine North, Sunshine West",6172.8,30864,-37.78200128529997,144.82440855295255,14.570360842962144,8
3021,"Albanvale, Kealba, Kings Park, St Albans",4654.8,23274,-37.74050263987098,144.79344762150453,19.033388133456615,15
3022,Ardeer,500.2,2501,-37.7758681,144.8014637,16.698861531457986,10
3023,"Cairnlea, Deer Park, Burnside, Burnside Heights, Caroline Springs, Ravenhall",4442.6,22213,-37.308266167473505,143.70937569079445,126.02123241124949,0
3024,"Fieldstone, Mount Cottrell, Manor Lakes, Wyndham Vale, Mambourin",1172.8,5864,-37.83525597816391,144.60620788628748,32.835740338470174,0
3025,Altona North,1211.4,6057,-37.8378229,144.8342853,12.838940981527498,2
3026,Laverton North,648.2,3241,-37.8300705,144.7869487,16.949653463903594,0
3027,Williams Landing,248.8,1244,-37.8614297,144.7445428,21.008940371831095,4
3029,"Truganina, Hoppers Crossing, Tarneit",5413.0,27065,-37.8369748182885,144.69359171024485,25.16954385548857,3
3030,"Derrimut, Point Cook, Werribee, Werribee South, Cocoroc",6321.0,31605,-37.912309514285006,144.6985085354708,26.44064552138427,4
3031,"Flemington, Kensington",2403.4,12017,-37.790557112344025,144.9232075525553,6.459004752120509,23
3032,"Maribyrnong, Ascot Vale, Travancore",3177.2,15886,-37.775743445728516,144.9131426473557,8.221342063721071,13
3033,Keilor East,674.4,3372,-37.7383776,144.8561207,14.72089695026324,11
3034,Avondale Heights,442.6,2213,-37.7614537,144.862141,12.692817124662978,10
3036,"Keilor, Keilor North",303.0,1515,-37.69649398409805,144.80904278808106,20.931063457038345,5
3037,"Calder Park, Delahey, Hillside, Sydenham, Taylors Hill",2530.0,12650,-37.70030265774308,144.75976703576734,23.97605170362291,8
3038,"Keilor Downs, Keilor Lodge, Taylors Lakes",1983.4,9917,-37.705874456821135,144.79696083301852,21.01875297425653,7
3039,Moonee Ponds,1462.2,7311,-37.765575,144.9212864,8.604020307333629,18
3040,"Aberfeldie, Essendon, Essendon West",1466.2,7331,-37.75469683118361,144.89726863087793,10.879940467336073,13
3041,"Essendon Fields, Essendon North, Strathmore, Strathmore Heights",639.0,3195,-37.72802126405706,144.90419075468287,12.91584601473649,14
3042,"Keilor Park, Airport West, Niddrie",1480.6,7403,-37.726918484193945,144.8728168298749,14.623729657736227,10
3043,"Tullamarine, Gladstone Park, Gowanbrae",1619.0,8095,-37.699069692389905,144.88794605224072,16.418137848792128,8
3044,"Pascoe Vale, Pascoe Vale South",1317.0,6585,-37.73425210028148,144.93821851801252,11.004690932501846,18
3045,Melbourne Airport,612.6,3063,-37.667111,144.833480766796,22.004712344861282,1
3046,"Glenroy, Hadfield, Oak Park",2462.8,12314,-37.71038097013575,144.9322629560109,13.6884979234204,12
3047,"Broadmeadows, Dallas, Jacana",4101.8,20509,-37.68308181184493,144.927850431613,16.70770263058839,12
3048,"Coolaroo, Meadow Heights",1607.4,8037,-37.65396337124408,144.92656839811156,19.86906011436021,8
3049,"Attwood, Westmeadows",473.2,2366,-37.671945736238115,144.88938154966903,19.049583068850577,9
3051,North Melbourne,1711.0,8555,-37.7985747,144.9451741,4.436255541793762,23
3052,Parkville,825.2,4126,-37.7871148,144.9515533,5.1402112637481645,26
3053,Carlton,1912.0,9560,-37.8004228,144.9684343,3.180684758948543,24
3054,"Carlton North, Princes Hill",559.2,2796,-37.78318134176632,144.96971134141828,5.0157490620591085,28
3055,Brunswick West,708.2,3541,-37.7633334,144.9425563,7.859860328314876,26
3056,Brunswick,2682.8,13414,-37.7664715,144.9613103,6.987243259673613,28
3057,Brunswick East,725.4,3627,-37.7688802,144.9776825,6.529326307728527,31
3058,"Coburg, Coburg North",3482.4,17412,-37.7346573112097,144.96596072702607,10.404977358428718,18
3059,Greenvale,542.2,2711,-37.6347658,144.8814617,23.124602581483774,2
3060,Fawkner,1050.0,5250,-37.7052065,144.9696144,13.638489124569352,7
3061,Campbellfield,1429.8,7149,-37.6641298,144.959583,18.264780548624312,5
3062,Somerton,187.0,935,-37.634688,144.9507961,21.60402337506008,5
3063,"Oaklands Junction, Yuroke",22.0,110,-37.592053838758716,144.8624286620801,28.15864016329599,0
3064,"Craigieburn, Roxburgh Park, Kalkallo, Mickleham",4337.8,21689,-37.57714404619509,144.91584856697477,28.416525137430263,8
3065,Fitzroy,2601.4,13007,-37.8010382,144.9792611,2.950176532577986,23
3066,Collingwood,1721.6,8608,-37.802104,144.9881387,2.923186928837858,25
3067,Abbotsford,1059.6,5298,-37.8045508,144.9988542,3.0552940958911057,20
3070,Northcote,1869.8,9349,-37.7728157,145.0009469,6.364656266733766,31
3071,Thornbury,1215.2,6076,-37.7582744,145.0051501,8.02042930262169,23
3072,Preston,4950.0,24750,-37.7418658,145.0078205,9.843107398793688,14
3073,Reservoir,3795.0,18975,-37.7123767,145.0074935,13.039596080541745,10
3074,Thomastown,2161.4,10807,-37.6832672,145.0081104,16.240128909636557,9
3075,Lalor,1419.6,7098,-37.662922,145.003955,18.434114938612353,6
3076,Epping,3051.4,15257,-37.639111,145.0266224,21.360149900806718,7
3078,"Alphington, Fairfield",686.0,3430,-37.78245143969897,145.02335095909925,6.307158436096299,26
3079,"Ivanhoe, Ivanhoe East",770.6,3853,-37.771211119396774,145.0524309243859,8.942089376294803,17
3081,"Bellfield, Heidelberg Heights, Heidelberg West",1741.8,8709,-37.74551105180832,145.04493018218352,10.770284590389922,15
3082,Mill Park,1900.0,9500,-37.6641334,145.0642681,19.634749853180125,5
3083,"Bundoora, Kingsbury",2030.6,10153,-37.70690851393961,145.04761930910445,14.682579717035155,12
3084,"Eaglemont, Heidelberg, Rosanna, Viewbank",2182.6,10913,-37.74929249677229,145.07408295518698,12.015780490827343,13
3085,"Macleod, Yallambie",781.6,3908,-37.72280354273637,145.08167452213493,14.692951994062412,11
3087,"Watsonia, Watsonia North",549.6,2748,-37.70291540307272,145.08412402905566,16.62072523367612,13
3088,"Briar Hill, Greensborough, St Helena",1690.0,8450,-37.69824408881982,145.11954224989324,18.913872594891348,14
3089,Diamond Creek,544.8,2724,-37.6760643,145.1524368,22.67760352112762,4
3090,Plenty,92.0,460,-37.6674499,145.1123773,21.283117205447365,4
3091,Yarrambat,51.0,255,-37.6375473,145.1349293,25.154203962174694,1
3093,Lower Plenty,142.0,710,-37.7388437,145.116224,15.526245918583923,13
3094,Montmorency,273.0,1365,-37.7189715,145.1256231,17.609812515433667,10
3095,"Eltham, Eltham North, Research",1165.4,5827,-37.70735299982483,145.1636659755431,20.97486035352413,6
3096,Wattle Glen,46.6,233,-37.6699452,145.1916231,25.57703449060774,2
3097,"Bend of Islands, Kangaroo Ground, Watsons Creek",29.6,148,-37.690031495465185,145.25247434440305,28.43712109202921,0
3099,"Hurstbridge, Cottles Bridge, Nutfield, Strathewen",186.8,934,-37.60450388460602,145.21600050718772,32.36054330501934,0
3101,Kew,1313.4,6567,-37.8033586,145.0333285,5.414771436775369,26
3102,Kew East,188.0,940,-37.7904215,145.0527906,7.624792644574434,25
3104,Balwyn North,537.4,2687,-37.7919518,145.0842372,9.990801068392342,21
3105,Bulleen,387.4,1937,-37.7688992,145.0871992,11.470396234187998,13
3106,Templestowe,427.6,2138,-37.7540588,145.1486152,16.936904949786257,12
3107,Templestowe Lower,376.6,1883,-37.7638749,145.1122762,13.624463935086323,12
3108,Doncaster,1473.6,7368,-37.7848299,145.1238431,13.516358289311063,16
3109,Doncaster East,800.6,4003,-37.7788744,145.1638815,17.054901883609062,14
3111,Donvale,276.2,1381,-37.7898094,145.1914915,19.065571428538362,13
3113,"Warrandyte, North Warrandyte",189.6,948,-37.7422254541481,145.22158590853556,23.27229907224928,4
3114,"Park Orchards, Park Orchards",88.4,442,-37.7769195,145.2146209,21.386802555097866,12
3115,Wonga Park,89.2,446,-37.7356804,145.269802,27.46073935363072,1
3116,Chirnside Park,582.2,2911,-37.7385835,145.3143181,31.022011744752803,5
3121,"Burnley, Cremorne, Richmond",4219.8,21099,-37.82634423829363,145.00427262947485,2.149235418724748,31
3122,Hawthorn,1496.0,7480,-37.8244246,145.0317207,4.569781955218666,32
3123,Hawthorn East,486.2,2431,-37.8313785,145.0499797,6.174966129116339,37
3124,Camberwell,1084.4,5422,-37.8384623,145.0740767,8.365263621694188,33
3125,Burwood,799.4,3997,-37.849578,145.1113915,11.81072386164625,18
3126,Canterbury,220.8,1104,-37.8243448,145.0757933,8.436053870432378,33
3127,"Mont Albert, Mont Albert North, Surrey Hills",569.0,2845,-37.81601719391718,145.10537643863447,11.102588739847699,21
3128,"Box Hill, Box Hill South",1658.8,8294,-37.82906760806397,145.1247456914319,12.729899035880337,20
3129,Box Hill North,374.6,1873,-37.8056831,145.1295748,13.378233940634917,19
3130,"Blackburn, Blackburn North, Blackburn South",1039.8,5199,-37.82197108876743,145.151795352652,15.118670213514527,17
3131,"Nunawading, Forest Hill",1189.4,5947,-37.826824758493736,145.1728114263162,16.951931862661677,21
3133,"Vermont, Vermont, Vermont South",677.2,3386,-37.84376985844114,145.19550078713465,19.028531466004463,17
3134,"Ringwood North, Warrandyte South, Ringwood, Warranwood",3260.6,16303,-37.78450612706816,145.23804823297087,23.189318244847104,12
3135,"Heathmont, Ringwood East",892.0,4460,-37.82181078100859,145.24863541779317,23.62260108756391,16
3136,"Croydon, Croydon Hills, Croydon North, Croydon South",2117.0,10585,-37.78950744973119,145.27728008550173,26.47673337431964,13
3137,"Kilsyth, Kilsyth South, Kilsyth",737.4,3687,-37.81302473892969,145.31264000515182,29.283563357669507,6
3138,Mooroolbark,1044.2,5221,-37.7813447,145.3256732,30.822177482069126,8
3139,"Beenak, Don Valley, Hoddles Creek, Launching Place, Seville, Seville East, Wandin East, Wandin North, Woori Yallock, Yellingbo",433.8,2169,-37.78725981710634,145.51131646762872,46.917697113243214,1
3140,Lilydale,1425.2,7126,-37.7576639,145.352405,33.65518310449569,11
3141,South Yarra,2082.2,10411,-37.8377695,144.9918537,1.5493877373646088,33
3142,Toorak,799.2,3996,-37.8416141,145.0176215,3.6673348031087767,37
3143,Armadale,437.2,2186,-37.8567619,145.0206905,4.838894183748266,37
3144,"Kooyong, Malvern",864.4,4322,-37.84950140063259,145.0354534425307,5.459511036405679,38
3145,"Caulfield East, Malvern East",1680.6,8403,-37.879056098356386,145.0539796585892,8.670895239815787,23
3146,Glen Iris,730.6,3653,-37.855814,145.0646117,8.080731688835469,30
3147,"Ashburton, Ashwood",806.0,4030,-37.86701559243092,145.0914435502452,10.738367742734185,22
3148,Chadstone,978.2,4891,-37.8822799,145.1001365,12.191087636859582,21
3149,Mount Waverley,1187.6,5938,-37.8802,145.150296674883,16.072753255141517,24
3150,"Glen Waverley, Wheelers Hill",2075.2,10376,-37.89597653127979,145.17884857046633,19.059093871665322,16
3151,Burwood East,407.8,2039,-37.8535935,145.150423,15.259405872962926,22
3152,"Wantirna, Wantirna South",2148.0,10740,-37.863062968867304,145.2238601074613,21.79208693921337,19
3153,"Bayswater, Bayswater North",1858.0,9290,-37.83620987825555,145.2742268841291,25.87770402309025,16
3154,The Basin,160.4,802,-37.8556937,145.3214075,30.163340415286736,5
3155,Boronia,1640.4,8202,-37.8563043,145.2859658,27.076821874500524,14
3156,"Lysterfield South, Ferntree Gully, Lysterfield, Upper Ferntree Gully",1901.0,9505,-37.9170285491599,145.29007556521393,28.998164605671537,6
3158,Upwey,281.2,1406,-37.9052161,145.3279903,31.76541348693519,7
3159,"Menzies Creek, Selby",67.2,336,-37.918913553723115,145.39261502066205,37.63719503115162,2
3160,"Belgrave, Belgrave Heights, Belgrave South, Tecoma",485.2,2426,-37.920774827581624,145.35205773048867,34.28369674256477,5
3161,Caulfield North,592.6,2963,-37.870828,145.0218005,6.060756384427183,30
3162,"Caulfield, Caulfield South",860.4,4302,-37.88938160218563,145.0256512019153,7.965994834025621,33
3163,"Carnegie, Glen Huntly, Murrumbeena",1298.6,6493,-37.89420636002633,145.05588743880585,9.976403128017324,21
3165,Bentleigh East,825.4,4127,-37.9220201,145.0665529,12.974077046649475,19
3166,"Hughesdale, Huntingdale, Oakleigh, Oakleigh East",1638.0,8190,-37.90294644491933,145.10016108515214,13.48712135734203,23
3167,Oakleigh South,438.6,2193,-37.9248257,145.0921745,14.63839395607395,17
3168,"Clayton, Notting Hill",1655.2,8276,-37.911451842341165,145.13799350385545,16.729049264525564,21
3169,"Clarinda, Clayton South",887.4,4437,-37.94310124061093,145.11562830110478,17.527466335890534,7
3170,Mulgrave,1427.4,7137,-37.9319869,145.18179881096,21.19478300802478,11
3171,Springvale,1936.8,9684,-37.9456253,145.1580111,20.421266009583398,7
3172,"Springvale South, Dingley Village",906.6,4533,-37.97321917252,145.136758856838,21.263010563681448,6
3173,Keysborough,1329.0,6645,-38.0053607,145.1674069,25.728093384694624,1
3174,"Noble Park, Noble Park North",2829.4,14147,-37.96040411139007,145.18377122896544,23.20949425442822,13
3175,"Dandenong, Dandenong North, Dandenong South, Bangholme",9649.4,48247,-38.00492845704891,145.205537069914,27.952748427149757,4
3177,"Doveton, Eumemmerring",1258.0,6290,-37.993640823831086,145.24277332179744,29.556047472861966,7
3178,Rowville,1466.0,7330,-37.9239267,145.2447672,25.60907772743095,3
3179,Scoresby,405.2,2026,-37.9025786,145.2183066,22.539340228511143,5
3180,Knoxfield,412.0,2060,-37.8897731,145.2496342,24.680734635791506,8
3181,"Prahran, Windsor",3301.6,16508,-37.85321817516995,144.9963829746125,3.2020088751557965,31
3182,"St Kilda, St Kilda West",4668.6,23343,-37.86091106415945,144.9764408944893,3.7218441784410414,28
3183,"St Kilda East, Balaclava",1087.4,5437,-37.86855810827347,144.99845363747224,4.843948390202415,27
3184,Elwood,930.0,4650,-37.8788568,144.9855487,5.7276186526642645,26
3185,"Gardenvale, Elsternwick, Gardenvale, Ripponlea",799.6,3998,-37.889969916144004,145.00516384499204,7.28888592815464,30
3186,Brighton,1212.6,6063,-37.9081962,144.9957991,9.077653682513574,17
3187,Brighton East,487.0,2435,-37.9171728,145.0163663,10.470269260508891,21
3189,Moorabbin,1161.8,5809,-37.9414646,145.0578383,14.400554838274287,12
3190,Highett,791.4,3957,-37.9504036,145.039797,14.641688031018582,12
3191,Sandringham,567.0,2835,-37.9533347,145.0139308,14.305820568087777,6
3192,Cheltenham,1833.6,9168,-37.9634181,145.0615668,16.726741958810333,13
3194,"Mentone, Moorabbin Airport",818.0,4090,-37.97941533950679,145.08424080677602,19.214929048725413,10
3195,"Aspendale, Aspendale Gardens, Braeside, Mordialloc, Parkdale, Waterways",1994.0,9970,-38.00843170432825,145.10884634422203,23.08315128908676,7
3196,"Bonbeach, Chelsea, Chelsea Heights, Edithvale",1309.4,6547,-38.047800515684436,145.12452400210333,27.58873465749069,9
3197,"Carrum, Patterson Lakes",780.6,3903,-38.07308809543837,145.13562172864323,30.53592223278404,7
3198,Seaford,1842.6,9213,-38.1048309,145.1384475,33.83040657432505,6
3199,"Frankston, Frankston South",8345.6,41728,-38.16048780763131,145.12822215531614,39.24777079528932,13
3200,Frankston North,828.6,4143,-38.1228524,145.1609788,36.48207124758804,11
3201,Carrum Downs,1553.2,7766,-38.0927904,145.1758001,34.140303332909326,3
3202,Heatherton,131.2,656,-37.9560844,145.0932067,17.417028347458555,6
3204,"Bentleigh, McKinnon, Ormond",1195.2,5976,-37.91103298198308,145.0409485042196,10.72271957095387,19
3205,South Melbourne,2199.4,10997,-37.8334603,144.9570188,2.11101977698234,29
3206,"Albert Park, Middle Park",748.2,3741,-37.849248220555516,144.9661250125602,2.6972648582962706,25
3207,Port Melbourne,1823.6,9118,-37.8333613,144.9219203,5.130512016573933,11
3211,Little River,93.0,465,-37.9639273,144.5009868,44.68442376030799,1
3335,"Bonnie Brook, Grangefields, Plumpton, Rockbank, Thornhill Park",487.2,2436,-37.70634285461511,144.65955366291956,31.223632302523583,0
3337,"Harkness, Kurunjang, Melton, Melton West, Toolern Vale",4064.4,20322,-37.65710554595593,144.5729326596028,40.502101478379814,7
3338,"Brookfield, Cobblebank, Exford, Eynesbury, Melton South, Strathtulloh, Weir Views",1452.4,7262,-37.72803138759571,144.56891255675123,37.785093830698834,2
3427,Diggers Rest,184.2,921,-37.61394,144.682186438156,35.36106147737834,0
3428,Bulla,67.6,338,-37.6347957,144.8027227,26.504475511717292,0
3429,"Sunbury, Wildwood",2319.4,11597,-37.55517350097374,144.75628178586007,36.126041094482844,0
3430,Clarkefield,20.0,100,-37.465415,144.76960275978,44.33208810656323,0
3723,Matlock,134.0,670,-37.598542,146.2077112,110.99947706246509,0
3750,Wollert,314.4,1572,-37.5939889,145.0337333,26.408044004009152,0
3752,South Morang,1234.4,6172,-37.6316767,145.0836353,23.622558432355703,2
3753,Beveridge,116.6,583,-37.4712651,144.9745663,39.6319063551431,0
3754,"Doreen, Mernda",1556.6,7783,-37.59425246595735,145.11242362428058,28.45092391048562,4
3757,"Eden Park, Humevale, Whittlesea",424.0,2120,-37.502344580541006,145.1254793052136,38.37741490098438,1
3759,Panton Hill,25.6,128,-37.6413636,145.2390413,30.800641581022198,0
3760,Smiths Gully,4.4,22,-37.6040513,145.2677187,35.48954001527645,0
3761,St Andrews,25.4,127,-37.57944,145.28584035,38.557164612563376,0
3763,Kinglake,72.4,362,-37.5327424,145.341131,45.67987548213505,0
3765,Montrose,249.6,1248,-37.81068,145.350850076404,32.65064748732035,6
3767,Mount Dandenong,43.2,216,-37.8291766,145.3538837,32.85955346434632,3
3770,"Coldstream, Gruyere, Yering",105.6,528,-37.70708236024074,145.40235247558155,39.49078226099905,1
3775,"Christmas Hills, Dixons Creek, Steels Creek, Tarrawarra, Yarra Glen",110.8,554,-37.63760377210385,145.38036144478184,41.08036096896384,0
3778,"Kinglake West, Fernshaw",17.2,86,-37.55817,145.8874417,85.31381695639763,0
3781,"Cockatoo, Mount Burnett, Nangana",196.6,983,-37.915267012992786,145.4596295063029,43.239318910181105,2
3782,"Emerald, Avonsleigh, Clematis, Macclesfield",317.8,1589,-37.9527594,145.550276,51.97094591936332,1
3783,Gembrook,92.4,462,-37.8788598,145.3157699,30.047517765224992,9
3785,Tremont,10.0,50,-37.8896872,145.2915223,28.228160146292915,9
3786,Ferny Creek,40.0,200,-37.8678412,145.3568039,33.40873870367859,1
3787,"Sassafras, Sassafras",24.4,122,-37.843742,145.3855733,35.68496978147968,2
3788,Olinda,81.4,407,-37.8884448,145.3593565,34.00758207902676,4
3789,Sherbrooke,7.4,37,-37.8858076,145.3729123,35.12027829670589,2
3791,Kallista,32.8,164,-37.8901143,145.3912949,36.794638323594306,4
3792,The Patch,44.4,222,-37.8741771,145.4286024,39.750870027671496,2
3793,Monbulk,151.0,755,-37.8291,145.437765047924,40.22859691946886,0
3796,Mount Evelyn,294.0,1470,-37.84000063623869,145.68223814538075,61.716619064087034,0
3797,"Gilderoy, Gladysdale, Powelltown, Three Bridges, Yarra Junction",166.2,831,-37.24447940328887,145.9981123447547,110.77653852454205,0
3799,"Big Pats Creek, McMahons Creek, Millgrove, Reefton, Warburton, Warburton East, Wesburn",232.0,1160,-37.9702665,145.2563443,28.99699042184115,6
3802,Endeavour Hills,1298.8,6494,-38.0074845,145.268858,32.30422080546716,8
3803,Hallam,940.8,4704,-37.97216133221212,145.3354799762045,35.112249235272444,0
3804,"Narre Warren North, Narre Warren East",275.0,1375,-38.03617300950852,145.30435007269784,36.72589246105495,11
3805,"Narre Warren, Narre Warren South",3888.4,19442,-38.01649266761978,145.35214678234294,38.840738785185174,5
3807,"Beaconsfield, Guys Hill",362.4,1812,-37.998735,145.425214664948,43.47172757545461,0
3808,Beaconsfield Upper,90.8,454,-38.024896980109865,145.43255904488396,45.379401578008036,0
3809,"Officer, Dewhurst, Officer South",375.8,1879,-38.08746764703095,145.4839155141173,52.81847320408353,4
3810,"Pakenham, Pakenham South, Pakenham Upper, Rythdale",3742.0,18710,-38.058397764028335,145.58010139195358,58.57744337939759,1
3812,"Maryknoll, Nar Nar Goon, Nar Nar Goon North",74.8,374,-38.06217577583628,145.6383107317831,63.37680878210714,0
3813,"Tynong, Tynong North",32.6,163,-37.996833181865576,145.48434772940962,48.10752505366938,0
3814,"Cora Lynn, Garfield, Garfield North, Vervale",114.8,574,-38.09670694421009,145.71411513820973,71.00779679713511,1
3815,"Bunyip, Bunyip North, Iona, Tonimbuk",113.8,569,-38.10973856809125,145.74303772058087,73.91374949641336,1
3816,"Longwarry, Modella",182.6,913,-37.8481285,146.0499962,94.02940925228026,0
3833,Toorongo,50.8,254,-38.1545829,145.1973931,41.069061761604004,3
3891,Koo Wee Rup North,6.8,34,-38.19505639042302,145.17396214801127,44.27357766499206,3
3910,Langwarrin,974.4,4872,-38.21349767968574,145.20793920813446,47.35084032199241,3
3911,"Langwarrin South, Baxter",225.2,1126,-38.2637008,145.1871641,51.797734967635066,2
3912,"Pearcedale, Somerville",744.2,3721,-38.30254689496352,145.14070984711626,54.676776349632384,0
3913,Tyabb,208.0,1040,-38.414546390370475,145.07647918381542,65.8336995205277,0
3915,"Hastings, Tuerong",1344.8,6724,-38.3375798,145.1773289,59.30372651226463,2
3916,"Merricks, Point Leo, Shoreham",32.6,163,-38.3523582,145.2029503,61.55191993098947,2
3918,Bittern,136.0,680,-38.382085,145.194820337715,64.48360439374164,2
3919,Crib Point,189.8,949,-38.3723791869118,145.10413926669696,61.5670739833364,1
3920,HMAS Cerberus,10.4,52,-38.3923474,145.1726499,65.04579653603473,0
3926,"Balnarring, Balnarring Beach, Merricks Beach, Merricks North",90.0,450,-38.40234,144.965533868726,63.94317455402233,0
3928,Main Ridge,11.2,56,-38.19381,145.095732088415,41.983425230856355,3
3929,Flinders,56.2,281,-38.22801,145.061291145833,45.108617432733524,2
3930,Mount Eliza,528.8,2644,-38.245685,145.11613426233,48.01456750628897,0
3931,Mornington,1938.4,9692,-38.2754676,145.0307737,50.01853304854077,2
3933,Moorooduc,86.6,433,-38.33932226018134,144.9752033071149,56.92311395746203,2
3934,Mount Martha,434.8,2174,-38.39316495813608,145.02781041334455,63.05019922826287,0
3936,"Dromana, Safety Beach, Arthurs Seat",616.8,3084,-38.3599791,144.9338501,59.35601792481944,2
3937,"Red Hill, Red Hill South",58.2,291,-38.42393594810123,144.89063550570532,66.79071192882034,1
3938,McCrae,114.4,572,-38.3737241,144.8755654,61.430044806424554,2
3939,"Rosebud, Boneo, Cape Schanck, Fingal",1475.0,7375,-38.393292284101555,144.83044037765956,64.26883611409278,0
3940,Capel Sound,330.2,1651,-38.3687445,144.7722682,62.876801479830554,0
3941,"Rye, St Andrews Beach, Tootgarook",988.2,4941,-38.3447273,144.7420938,61.17293189582385,2
3942,Blairgowrie,112.0,560,-38.3228212,144.7004208,60.27531345214677,0
3943,Sorrento,222.2,1111,-38.062201831261575,145.24343214834508,34.86578655347248,3
3944,Portsea,64.8,324,-38.0367368,145.2590312,33.780887324743524,7
3975,"Lynbrook, Lyndhurst",627.8,3139,-38.13530078088161,145.28269203654,43.31857236599428,1
3976,Hampton Park,1269.0,6345,-38.12328208701854,145.36015730300088,46.83680627294929,0
3977,"Tooradin North, Botanic Ridge, Cranbourne, Cranbourne East, Cranbourne North, Cranbourne South, Junction Village, Cannons Creek, Devon Meadows, Sandhurst, Skye",5420.2,27101,-38.21647776782568,145.3437268493053,53.737871192568605,0
3980,"Blind Bight, Tooradin, Warneet",155.8,779,-38.09845158270318,145.47341142303893,52.73561763125678,3
3981,"Bayles, Catani, Dalmore, Heath Hill, Koo Wee Rup",237.8,1189,-38.3347289,145.6708903,82.71863392304009,0
